id,source_id,property_id,first_american_listing_id,first_american_property_id,listing_series_id,listing_id,address_id,apn,fips,type,sub_type,lot_square_feet,square_feet,building_style,heating_type,cooling_type,stories,year_built,roof_type,exterior_wall_type,bedrooms,bathrooms,parking_spaces,garage_type,view_features,price_per_square_foot,air_conditioning_type,interior_features,exterior_features,existing_structure_type,details,lot_features,zoning,neighborhood,school_district,elementary_school,middle_school,high_school,appliance_features,lot_acres,water_type,listing_date,days_on_market,original_listing_date,original_status,status,sub_status,rental,amount,max_amount,max_amount_date,min_amount,min_amount_date,sale_amount,sale_date,adjusted_sale_amount,adjusted_sale_amount_range,last_amount_change,last_amount_change_date,prior_amount_change,prior_amount_change_date,last_status_change,last_status_change_date,last_sub_status_change,last_sub_status_change_date,prior_status_change,prior_status_change_date,prior_sub_status_change,prior_sub_status_change_date,agent_name,agent_address,agent_phone,agent_email,office_name,office_address,office_phone,office_email,update_timestamp,ucid,batch_job_file_id,line_number,batch_file_date,current_listing,current_rental,effective_update_date,effective_end_date,effective_listing_date
248319102,7670038633,1725160542,201904242019061300631456090000000009,23111513,63145609,2396648,1261734913,05062-03-013-000,08031,"CONDOMINIUM, SFR",,28314.0,469.0,"MID CENTURY, MID-CENTURY MODERN-CONDOMINIUM","BASEBOARD, ELECTRIC",OTHER,1.000000000000000,1962.0,MEMBRANE,"BRICK, BRICK CONCRETE, CONCRETE",1.0,1.0,,"1 CAR PARKING, CARPORT (0), GARAGE (0), UNCOVERED (0)",,744.0,,"BUILT-IN FEATURES QUARTZ COUNTER TOPS, BUILT-INS, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,NEAR PUBLIC TRANSIT,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, DISHWASHER DISPOSAL RANGE/OVEN REFRIGERATOR SMOKE DETECTOR, DRYER, GARBAGE DISPOSER, REFRIGERATOR (KITCHEN), SMOKE ALARM, STOVE/RANGE/OVEN, WASHER",,PUBLIC,2019-02-20,50.0,2019-04-24,ACTIVE,FAIL,,,349000.0,,,,,,,,,,,,,,,,,,,,,MICHAEL BERMAN,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,15308 W SUNSET BLVD PACIFIC PALISADES CA 90272-3613,(424) 354-0790,,2019-06-13,A,1284535.0,57387.0,2019-06-14,1.0,,2019-02-20,2019-06-13,2019-02-20
243627087,7592819500,1725160542,201902202019052100595431570000000010,23111513,59543157,8690929,1261734913,05062-03-013-000,08031,SFR,,28314.0,372.0,MID-CENTURY MODERN-CONDOMINIUM,"BASEBOARD, ELECTRIC",OTHER,1.000000000000000,1962.0,MEMBRANE,"BRICK, CONCRETE",1.0,1.0,,"CARPORT (0), GARAGE (0), UNCOVERED (0)",,511.0,,"BUILT-INS, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, REFRIGERATOR (KITCHEN), STOVE/RANGE/OVEN",,PUBLIC,2019-02-20,90.0,2019-02-20,ACTIVE,UNKNOWN,,,190000.0,,,,,,,,,,,,,,,,,,,,,MICHAEL BERMAN,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,,,,2019-05-21,A,1266999.0,158709.0,2019-05-22,,,2019-02-20,2019-05-21,2019-02-20
232235745,7346189548,1725160542,201902202019032000595431570000000006,23111513,59543157,8690929,1261734913,05062-03-013-000,08031,"CONDOMINIUM, SFR",,28314.0,469.0,"MID CENTURY, MID-CENTURY MODERN-CONDOMINIUM","BASEBOARD, ELECTRIC",OTHER,,1962.0,MEMBRANE,"BRICK, BRICK CONCRETE, CONCRETE",1.0,1.0,,"1 CAR PARKING, CARPORT (0), GARAGE (0), UNCOVERED (0)",,405.0,,"BUILT-IN FEATURES QUARTZ COUNTER TOPS, BUILT-INS, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, DISHWASHER RANGE/OVEN REFRIGERATOR, REFRIGERATOR (KITCHEN), STOVE/RANGE/OVEN",,PUBLIC,2019-01-18,28.0,2019-02-20,ACTIVE,ACTIVE,,,190000.0,,,,,,,,,,,,,,,,,,,,,MICHAEL BERMAN,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,15308 W SUNSET BLVD PACIFIC PALISADES CA 90272-3613,(424) 354-0790,,2019-03-20,A,1214774.0,57228.0,2019-03-21,,,2019-03-21,,2019-01-18
248317972,7670037503,1725160542,201903162019061300608827960000000012,23111513,60882796,5425343,1261734913,05062-03-013-000,08031,"CONDOMINIUM, SFR",,28314.0,469.0,"MID CENTURY, MID-CENTURY MODERN-CONDOMINIUM","BASEBOARD, ELECTRIC",OTHER,1.000000000000000,1962.0,MEMBRANE,"BRICK, BRICK CONCRETE, CONCRETE",1.0,1.0,,"1 CAR PARKING, CARPORT (0), GARAGE (0), UNCOVERED (0)",,469.0,,"BUILT-IN FEATURES QUARTZ COUNTER TOPS, BUILT-INS, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, DISHWASHER DISPOSAL RANGE/OVEN REFRIGERATOR SMOKE DETECTOR, GARBAGE DISPOSER, REFRIGERATOR (KITCHEN), SMOKE ALARM, STOVE/RANGE/OVEN",,PUBLIC,2019-02-20,89.0,2019-03-16,ACTIVE,FAIL,,,220000.0,,,,,,,,,,,,,,,,,,,,,MICHAEL BERMAN,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,15308 W SUNSET BLVD PACIFIC PALISADES CA 90272-3613,(424) 354-0790,,2019-06-13,A,1284535.0,56257.0,2019-06-14,,,2019-02-20,2019-06-13,2019-02-20
250094456,7729974231,1725160542,201903162019062400608827960000000013,23111513,60882796,5425343,1261734913,05062-03-013-000,08031,CONDOMINIUM,,28314.0,469.0,MID-CENTURY MODERN-CONDOMINIUM,"BASEBOARD, ELECTRIC",OTHER,1.000000000000000,1962.0,MEMBRANE,"BRICK, CONCRETE",1.0,1.0,,"CARPORT (0), GARAGE (0), UNCOVERED (0)",,469.0,,"BUILT-INS, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, GARBAGE DISPOSER, REFRIGERATOR (KITCHEN), SMOKE ALARM, STOVE/RANGE/OVEN",,PUBLIC,2019-02-20,100.0,2019-03-16,ACTIVE,ACTIVE,,,220000.0,,,,,,,,,,,,,,,,,,,,,MICHAEL BERMAN,,,,LIV SOTHEBYS INTERNATIONAL REALTY,,,,2019-06-24,A,1295705.0,119847.0,2019-06-25,,,2019-06-25,,2019-02-20
222795328,7110748557,1725160542,201901182019012500564759970000000004,23111513,56475997,9378039,1261734913,05062-03-013-000,08031,CONDOMINIUM,,28314.0,469.0,MID-CENTURY MODERN,BASEBOARD,OTHER,,1962.0,MEMBRANE,BRICK,1.0,1.0,,"CARPORT (0), GARAGE (0), UNCOVERED (0)",,469.0,,BUILT-INS CABLE AVAILABLE DOUBLE PANE WINDOWS INTERNET ACCESS (WIRED) NO STAIRS OPEN FLOOR PLAN,,,,,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,DISHWASHER REFRIGERATOR (KITCHEN) STOVE/RANGE/OVEN,,PUBLIC,2019-01-18,7.0,2019-01-18,ACTIVE,ACTIVE,,,220000.0,220000.0,2019-01-19,220000.0,2019-01-19,,,,,,,,,,,,,,,,,MICHAEL BERMAN,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,,,,2019-01-25,C,1174100.0,460729.0,2019-01-28,1.0,,2019-01-28,,2019-01-18
228621437,7239979784,1725160542,201901182019022800564759970000000013,23111513,56475997,9378039,1261734913,05062-03-013-000,08031,"CONDOMINIUM, SFR",,28314.0,469.0,"CONDOMINIUM, MID-CENTURY MODERN",BASEBOARD,OTHER,,1962.0,MEMBRANE,"BRICK, CONCRETE",1.0,1.0,,"CARPORT (0), GARAGE (0), RESERVED - DEEDED (1 SPACES), UNCOVERED (0)",,490.0,,"BUILT-INS, BUILT-INS CABLE AVAILABLE DOUBLE PANE WINDOWS INTERNET ACCESS (WIRED) NO STAIRS OPEN FLOOR PLAN, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, DISHWASHER REFRIGERATOR (KITCHEN) STOVE/RANGE/OVEN, REFRIGERATOR (KITCHEN), STOVE/RANGE/OVEN",,PUBLIC,2019-01-18,41.0,2019-01-18,ACTIVE,ACTIVE,,,230000.0,220000.0,2019-02-28,220000.0,2019-02-28,,,,,10000.0,2019-02-28,,,,,,,,,,,MICHAEL BERMAN,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,,,,2019-02-28,A,1197300.0,96056.0,2019-03-01,1.0,,2019-03-01,,2019-01-18
238854889,7524182208,1725160542,201903162019042600608827960000000009,23111513,60882796,5425343,1261734913,05062-03-013-000,08031,"CONDOMINIUM, SFR",,28314.0,469.0,"CONDOMINIUM, MID CENTURY, MID-CENTURY MODERN-CONDOMINIUM","BASEBOARD, ELECTRIC",OTHER,1.000000000000000,1962.0,MEMBRANE,"BRICK, BRICK CONCRETE, CONCRETE",1.0,1.0,,"1 CAR PARKING, CARPORT (0), GARAGE (0), UNCOVERED (0)",,469.0,,"BUILT-IN FEATURES QUARTZ COUNTER TOPS, BUILT-INS, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, DISHWASHER DISPOSAL DRYER LAUNDRY HOOK-UP RANGE/OVEN REFRIGERATOR SMOKE DETECTOR WASHER WASHER/DRYER, GARBAGE DISPOSER, REFRIGERATOR (KITCHEN), SMOKE ALARM, STOVE/RANGE/OVEN",,PUBLIC,2019-01-18,41.0,2019-03-16,ACTIVE,ACTIVE,,,220000.0,,,,,,,,,,,,,,,,,,,,,,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,,,,2019-04-26,A,1249296.0,69182.0,2019-04-29,,,2019-04-29,,2019-01-18
240117523,7544533875,1725160542,201903162019050400608827960000000010,23111513,60882796,5425343,1261734913,05062-03-013-000,08031,"CONDOMINIUM, SFR",,28314.0,469.0,"CONDOMINIUM, MID CENTURY, MID-CENTURY MODERN-CONDOMINIUM","BASEBOARD, ELECTRIC",OTHER,1.000000000000000,1962.0,MEMBRANE,"BRICK, BRICK CONCRETE, CONCRETE",1.0,1.0,,"1 CAR PARKING, CARPORT (0), GARAGE (0), UNCOVERED (0)",,469.0,,"BUILT-IN FEATURES QUARTZ COUNTER TOPS, BUILT-INS, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, DISHWASHER DISPOSAL DRYER LAUNDRY HOOK-UP RANGE/OVEN REFRIGERATOR SMOKE DETECTOR WASHER WASHER/DRYER, DISHWASHER DISPOSAL RANGE/OVEN REFRIGERATOR SMOKE DETECTOR, GARBAGE DISPOSER, REFRIGERATOR (KITCHEN), SMOKE ALARM, STOVE/RANGE/OVEN",,PUBLIC,2019-02-20,51.0,2019-03-16,ACTIVE,ACTIVE,,,220000.0,,,,,,,,,,,,,,,,,,,,,MICHAEL BERMAN,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,15308 W SUNSET BLVD PACIFIC PALISADES CA 90272-3613,(424) 354-0790,,2019-05-04,A,1254946.0,7787.0,2019-05-07,,,2019-05-07,,2019-02-20
240138274,7544554691,1725160542,201902202019050400595431570000000009,23111513,59543157,8690929,1261734913,05062-03-013-000,08031,"CONDOMINIUM, SFR",,28314.0,469.0,"MID CENTURY, MID-CENTURY MODERN-CONDOMINIUM","BASEBOARD, ELECTRIC",OTHER,1.000000000000000,1962.0,MEMBRANE,"BRICK, BRICK CONCRETE, CONCRETE",1.0,1.0,,"1 CAR PARKING, CARPORT (0), GARAGE (0), UNCOVERED (0)",,405.0,,"BUILT-IN FEATURES QUARTZ COUNTER TOPS, BUILT-INS, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, DISHWASHER DISPOSAL DRYER LAUNDRY HOOK-UP RANGE/OVEN REFRIGERATOR SMOKE DETECTOR WASHER WASHER/DRYER, DISHWASHER DISPOSAL RANGE/OVEN REFRIGERATOR SMOKE DETECTOR, REFRIGERATOR (KITCHEN), STOVE/RANGE/OVEN",,PUBLIC,2019-02-20,75.0,2019-02-20,ACTIVE,ACTIVE,,,190000.0,,,,,,,,,,,,,,,,,,,,,MICHAEL BERMAN,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,15308 W SUNSET BLVD PACIFIC PALISADES CA 90272-3613,(424) 354-0790,,2019-05-04,A,1254946.0,28603.0,2019-05-07,,,2019-05-07,,2019-02-20
240138438,7544554855,1725160542,201904242019050400631456090000000006,23111513,63145609,2396648,1261734913,05062-03-013-000,08031,CONDOMINIUM,,28314.0,715.0,MID CENTURY,BASEBOARD,OTHER,1.000000000000000,1962.0,MEMBRANE,"BRICK, CONCRETE",1.0,1.0,,1 CAR PARKING,,488.0,,BUILT-IN FEATURES QUARTZ COUNTER TOPS,,,,NEAR PUBLIC TRANSIT,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,DISHWASHER DISPOSAL RANGE/OVEN REFRIGERATOR SMOKE DETECTOR,,PUBLIC,2019-02-20,12.0,2019-04-24,ACTIVE,ACTIVE,,,349000.0,,,,,,,,,,,,,,,,,,,,,MICHAEL BERMAN,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,,,,2019-05-04,A,1254946.0,28767.0,2019-05-07,1.0,,2019-05-07,,2019-02-20
233363922,7389040753,1725160542,201902202019032600595431570000000007,23111513,59543157,8690929,1261734913,05062-03-013-000,08031,SFR,,28314.0,372.0,MID-CENTURY MODERN-CONDOMINIUM,"BASEBOARD, ELECTRIC",OTHER,1.000000000000000,1962.0,MEMBRANE,"BRICK, CONCRETE",1.0,1.0,,"CARPORT (0), GARAGE (0), UNCOVERED (0)",,511.0,,"BUILT-INS, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, REFRIGERATOR (KITCHEN), STOVE/RANGE/OVEN",,PUBLIC,2019-02-20,34.0,2019-02-20,ACTIVE,ACTIVE,,,190000.0,,,,,,,,,,,,,,,,,,,,,MICHAEL BERMAN,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,,,,2019-03-26,A,1220158.0,56364.0,2019-03-27,,,2019-03-27,,2019-02-20
243975982,7596219816,1725160542,201903162019052300608827960000000011,23111513,60882796,5425343,1261734913,05062-03-013-000,08031,SFR,,28314.0,469.0,MID-CENTURY MODERN-CONDOMINIUM,"BASEBOARD, ELECTRIC",OTHER,1.000000000000000,1962.0,MEMBRANE,"BRICK, CONCRETE",1.0,1.0,,"CARPORT (0), GARAGE (0), UNCOVERED (0)",,469.0,,"BUILT-INS, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, GARBAGE DISPOSER, REFRIGERATOR (KITCHEN), SMOKE ALARM, STOVE/RANGE/OVEN",,PUBLIC,2019-03-16,68.0,2019-03-16,ACTIVE,UNKNOWN,,,220000.0,,,,,,,,,,,,,,,,,,,,,MICHAEL BERMAN,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,,,,2019-05-23,A,1267285.0,86249.0,2019-05-24,,,2019-03-16,2019-05-23,2019-03-16
226216341,7172338901,1725160542,201901182019021300564759970000000011,23111513,56475997,9378039,1261734913,05062-03-013-000,08031,"CONDOMINIUM, SFR",,28314.0,469.0,"CONDOMINIUM, MID-CENTURY MODERN-CONDOMINIUM","BASEBOARD, ELECTRIC",OTHER,1.000000000000000,1962.0,MEMBRANE,"BRICK, CONCRETE",1.0,1.0,,"CARPORT (0), GARAGE (0), RESERVED - DEEDED, UNCOVERED (0)",,490.0,,"BUILT-INS, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, REFRIGERATOR (KITCHEN), STOVE/RANGE/OVEN",,PUBLIC,2019-01-18,26.0,2019-01-18,ACTIVE,ACTIVE,,,230000.0,,,,,,,,,,,,,,,,,,,,,MICHAEL BERMAN,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,,,,2019-02-13,A,1185913.0,52848.0,2019-02-14,1.0,,2019-02-14,,2019-01-18
250102055,7729981830,1725160542,201902202019062200595431570000000012,23111513,59543157,8690929,1261734913,05062-03-013-000,08031,CONDOMINIUM,,28314.0,372.0,MID-CENTURY MODERN-CONDOMINIUM,"BASEBOARD, ELECTRIC",OTHER,1.000000000000000,1962.0,MEMBRANE,"BRICK, CONCRETE",1.0,1.0,,"CARPORT (0), GARAGE (0), UNCOVERED (0)",,511.0,,"BUILT-INS, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, REFRIGERATOR (KITCHEN), STOVE/RANGE/OVEN",,PUBLIC,2019-02-20,124.0,2019-02-20,ACTIVE,ACTIVE,,,190000.0,,,,,,,,,,,,,,,,,,,,,MICHAEL BERMAN,,,,LIV SOTHEBYS INTERNATIONAL REALTY,,,,2019-06-22,A,1295705.0,127938.0,2019-06-25,,,2019-06-25,,2019-02-20
241973555,7567073742,1725160542,201904242019051100631456090000000007,23111513,63145609,2396648,1261734913,05062-03-013-000,08031,SFR,,28314.0,715.0,CONDOMINIUM,BASEBOARD,OTHER,,1962.0,MEMBRANE,CONCRETE,1.0,1.0,,,,488.0,,"BUILT-INS, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, DRYER, GARBAGE DISPOSER, REFRIGERATOR (KITCHEN), SMOKE ALARM, STOVE/RANGE/OVEN, WASHER",,,2019-04-24,19.0,2019-04-24,ACTIVE,ACTIVE,,,349000.0,,,,,,,,,,,,,,,,,,,,,,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,,,,2019-05-11,A,1260841.0,363797.0,2019-05-14,1.0,,2019-05-14,,2019-04-24
249701744,7727689344,1725160542,201904242019062100631456090000000013,23111513,63145609,2396648,1261734913,05062-03-013-000,08031,"CONDOMINIUM, SFR",,28314.0,715.0,"CONDOMINIUM, MID CENTURY, MID-CENTURY MODERN, MID-CENTURY MODERN-CONDOMINIUM","BASEBOARD, ELECTRIC",OTHER,1.000000000000000,1962.0,MEMBRANE,"BRICK, BRICK CONCRETE, CONCRETE",1.0,1.0,,"1 CAR PARKING, CARPORT (0), GARAGE (0), RESERVED - DEEDED (1 SPACES), UNCOVERED (0)",,483.0,,"BUILT-IN FEATURES QUARTZ COUNTER TOPS, BUILT-INS, BUILT-INS CABLE AVAILABLE DOUBLE PANE WINDOWS INTERNET ACCESS (WIRED) NO STAIRS OPEN FLOOR PLAN, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,NEAR PUBLIC TRANSIT,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, DISHWASHER DISPOSAL DRYER REFRIGERATOR (KITCHEN) SMOKE ALARM STOVE/RANGE/OVEN WASHER, DISHWASHER DISPOSAL RANGE/OVEN REFRIGERATOR SMOKE DETECTOR, DRYER, GARBAGE DISPOSER, REFRIGERATOR (KITCHEN), SMOKE ALARM, STOVE/RANGE/OVEN, WASHER",,PUBLIC,2019-04-24,58.0,2019-04-24,ACTIVE,ACTIVE,,,345000.0,349000.0,2019-06-21,349000.0,2019-06-21,,,,,-4000.0,2019-06-21,,,,,,,,,,,MICHAEL BERMAN,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,,,,2019-06-21,A,1295702.0,6180.0,2019-06-24,1.0,,2019-06-24,,2019-04-24
228896995,7261140763,1725160542,201901182019030100564759970000000014,23111513,56475997,9378039,1261734913,05062-03-013-000,08031,"CONDOMINIUM, SFR",,28314.0,469.0,"CONDOMINIUM, MID-CENTURY MODERN",BASEBOARD,OTHER,,1962.0,MEMBRANE,"BRICK, CONCRETE",1.0,1.0,,"CARPORT (0), GARAGE (0), RESERVED - DEEDED (1 SPACES), UNCOVERED (0)",,490.0,,"BUILT-INS, BUILT-INS CABLE AVAILABLE DOUBLE PANE WINDOWS INTERNET ACCESS (WIRED) NO STAIRS OPEN FLOOR PLAN, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, DISHWASHER REFRIGERATOR (KITCHEN) STOVE/RANGE/OVEN, REFRIGERATOR (KITCHEN), STOVE/RANGE/OVEN",,PUBLIC,2019-01-18,42.0,2019-01-18,ACTIVE,ACTIVE,,,230000.0,,,,,,,,,,,,,,,,,,,,,,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,,,,2019-03-01,A,1202724.0,57243.0,2019-03-04,1.0,,2019-03-04,,2019-01-18
223022129,7112675141,1725160542,201901182019012800564759970000000009,23111513,56475997,9378039,1261734913,05062-03-013-000,08031,SFR,,28314.0,469.0,CONDOMINIUM,BASEBOARD,OTHER,,1962.0,MEMBRANE,"BRICK, CONCRETE",1.0,1.0,,"CARPORT (0), GARAGE (0), UNCOVERED (0)",,490.0,,"BUILT-INS, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, REFRIGERATOR (KITCHEN), STOVE/RANGE/OVEN",,PUBLIC,2019-01-18,10.0,2019-01-18,ACTIVE,ACTIVE,,,230000.0,230000.0,2019-01-28,220000.0,2019-01-25,,,,,10000.0,2019-01-28,-10000.0,2019-01-28,,,,,,,,,MICHAEL BERMAN,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,,,,2019-01-28,C,1174231.0,91441.0,2019-01-29,1.0,,2019-01-29,,2019-01-18
223768889,7119008374,1725160542,201901182019013100564759970000000010,23111513,56475997,9378039,1261734913,05062-03-013-000,08031,"CONDOMINIUM, SFR",,28314.0,469.0,CONDOMINIUM,BASEBOARD,OTHER,1.000000000000000,1962.0,MEMBRANE,"BRICK, CONCRETE",1.0,1.0,,"CARPORT (0), GARAGE (0), UNCOVERED (0)",,490.0,,"BUILT-INS, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, REFRIGERATOR (KITCHEN), STOVE/RANGE/OVEN",,PUBLIC,2019-01-18,13.0,2019-01-18,ACTIVE,ACTIVE,,,230000.0,230000.0,2019-01-28,220000.0,2019-01-25,,,,,10000.0,2019-01-28,-10000.0,2019-01-28,,,,,,,,,MICHAEL BERMAN,,,,LIV SOTHEBYS INTERNATIONAL REALTY,,,,2019-01-31,C,1174750.0,25107.0,2019-02-01,1.0,,2019-02-01,,2019-01-18
248318246,7670037777,1725160542,201902202019061300595431570000000011,23111513,59543157,8690929,1261734913,05062-03-013-000,08031,"CONDOMINIUM, SFR",,28314.0,469.0,"MID CENTURY, MID-CENTURY MODERN-CONDOMINIUM","BASEBOARD, ELECTRIC",OTHER,1.000000000000000,1962.0,MEMBRANE,"BRICK, BRICK CONCRETE, CONCRETE",1.0,1.0,,"1 CAR PARKING, CARPORT (0), GARAGE (0), UNCOVERED (0)",,405.0,,"BUILT-IN FEATURES QUARTZ COUNTER TOPS, BUILT-INS, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, DISHWASHER DISPOSAL RANGE/OVEN REFRIGERATOR SMOKE DETECTOR, REFRIGERATOR (KITCHEN), STOVE/RANGE/OVEN",,PUBLIC,2019-02-20,113.0,2019-02-20,ACTIVE,FAIL,,,190000.0,,,,,,,,,,,,,,,,,,,,,MICHAEL BERMAN,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,15308 W SUNSET BLVD PACIFIC PALISADES CA 90272-3613,(424) 354-0790,,2019-06-13,A,1284535.0,56531.0,2019-06-14,,,2019-02-20,2019-06-13,2019-02-20
249550327,7692547152,1725160542,201904242019062000631456090000000011,23111513,63145609,2396648,1261734913,05062-03-013-000,08031,"CONDOMINIUM, SFR",,28314.0,469.0,"CONDOMINIUM, MID CENTURY, MID-CENTURY MODERN-CONDOMINIUM","BASEBOARD, ELECTRIC",OTHER,1.000000000000000,1962.0,MEMBRANE,"BRICK, BRICK CONCRETE, CONCRETE",1.0,1.0,,"1 CAR PARKING, CARPORT (0), GARAGE (0), UNCOVERED (0)",,736.0,,"BUILT-IN FEATURES QUARTZ COUNTER TOPS, BUILT-INS, CABLE AVAILABLE, DOUBLE PANE WINDOWS, INTERNET ACCESS (WIRED), NO STAIRS, OPEN FLOOR PLAN",,,,NEAR PUBLIC TRANSIT,U-MS-5,,DENVER 1,COLFAX,STRIVE LAKE,NORTH,"DISHWASHER, DISHWASHER DISPOSAL RANGE/OVEN REFRIGERATOR SMOKE DETECTOR, DRYER, GARBAGE DISPOSER, REFRIGERATOR (KITCHEN), SMOKE ALARM, STOVE/RANGE/OVEN, WASHER",,PUBLIC,2019-04-24,57.0,2019-04-24,ACTIVE,ACTIVE,,,345000.0,349000.0,2019-06-20,349000.0,2019-06-20,,,,,-4000.0,2019-06-20,,,,,,,,,,,,,,,LIV SOTHEBY'S INTERNATIONAL REALTY,,,,2019-06-20,A,1290405.0,102267.0,2019-06-21,1.0,,2019-06-21,,2019-04-24
